N,pe_human_pred,pe_mouse_pred,pe_human_fit,pe_mouse_fit,C_human_pred,C_mouse_pred,C_human_fit,C_mouse_fit
5.002605210420842,0.4376631978420653,0.5778055921020259,0.4850359737890492,0.5866929963960286,0.011241499122745302,0.01753850177015792,0.0006461990356558811,0.021795638835788278
5.030460921843687,0.43595002747074135,0.5768731764594405,0.483562021297203,0.5858155048316643,0.011869609168862594,0.017118989235768267,0.0007797935188064153,0.021354451764051374
5.058316633266533,0.4342383846948034,0.5759402128829695,0.4820883547557914,0.5849374682671651,0.012514355683271416,0.016704373283529472,0.000925909242925016,0.020917573260051947
5.086172344689379,0.43252830891983357,0.5750067077064036,0.48061499973714394,0.5840588919454808,0.013175692731790756,0.016294662734450904,0.0010845385854565404,0.020485011593972757
5.1140280561122236,0.43081983940337365,0.5740726672788012,0.4791419817919322,0.5831797811230787,0.013853573251279228,0.015889866311411205,0.0012556732731746623,0.0200567749604893
5.141883767535069,0.4291130152514296,0.5731380979643234,0.4776693264474005,0.5823001410698222,0.014547949057005627,0.01548999263874995,0.0014393043831406604,0.01963287147843118
5.169739478957915,0.42740787541500563,0.5722030061420664,0.47619705920560185,0.5814199770688523,0.015258770850184122,0.015095050241864305,0.0016354223437360371,0.019213309190444616
5.197595190380761,0.4257044586866697,0.5712673982058952,0.474725205541636,0.5805392944164667,0.015985988225669545,0.014705047546810679,0.0018440169357700764,0.018798096062658587
5.225450901803606,0.4240028036971488,0.5703312805642742,0.4732537909018916,0.5796580984219979,0.016729549679810995,0.014319992879908927,0.002065077293662787,0.018387239984353432
5.253306613226452,0.42230294891195813,0.5693946596400982,0.47178284070229354,0.5787763944076925,0.0174894026184651,0.013939894467352332,0.0022985919066995653,0.017980748767632893
5.281162324649298,0.4206049326280612,0.5684575418705222,0.4703123803265539,0.5778941877085874,0.018265493365158925,0.0135647604348208,0.0025445486203619083,0.017578630147098595
5.3090180360721435,0.41890879297056344,0.5675199337067907,0.46884243512442775,0.5770114836723871,0.01905776716941021,0.013194598807099167,0.0028029346377314024,0.017180891779527085
5.336873747494989,0.41721456788944045,0.5665818416140653,0.4673730304099748,0.5761282876593399,0.01986616821519449,0.012829417507699392,0.0030737365209665413,0.016787541243550863
5.364729458917835,0.4155222951562992,0.5656432720712529,0.46590419145982487,0.5752446050421125,0.02069063962956008,0.012469224358488074,0.0033569401928517095,0.016398586039340746
5.392585170340681,0.4138320123611744,0.5647042315708307,0.46443594351144973,0.5743604412056655,0.021531123491390414,0.012114027079316525,0.003652530938421439,0.016014033588292342
5.420440881763526,0.41214375690936045,0.5637647266186739,0.46296831176144104,0.5734758015471273,0.02238756084030724,0.011763833287658176,0.003960493406654053,0.015633891232716413
