gene_symbol,NE_pluripotency_score,E8_self_renewal_score
NPAS4,1.0,0.1299604979985901
SDR42E1,1.0,-0.2953315363610518
IKBKB,1.0,-0.6945611106015191
IFNA10,1.0,-0.2036740539994374
C16ORF71,1.0,0.1232038190361595
XPOT,1.0,0.1810947682017604
CONTROL379,1.0,0.2413050887211115
C7ORF33,1.0,-0.271470806697708
PAGR1,1.0,0.2923817112287785
ASAH2,1.0,-0.5093558157976906
RANBP1,1.0,0.1053170909741992
AGO4,1.0,0.1108160653404193
LPAR5,1.0,-0.5280424259729525
PPP2R5E,1.0,-0.0167247907778973
RBM20,1.0,0.448549457532495
TAS2R42,1.0,0.3431225851118893
RBM5,1.0,-0.1090396511409223
ECT2L,1.0,-0.294628061964833
FXYD5,1.0,0.1345533497848641
OR5M9,1.0,-0.399788153719485
SMAD5,1.0,0.0470642139453757
MASP1,1.0,-0.7598805701479358
PHF1,1.0,0.0296687858697275
XPO4,1.0,0.0331681500092861
TAF7,1.0,0.3236936691660633
LRRC42,1.0,-0.0846942484871521
ABCC12,1.0,0.578901453571109
ADARB2,1.0,-0.0231014603809516
BCL6,1.0,0.1031325810058749
CCL22,1.0,-0.0915178937484828
TLK1,1.0,-0.2643507815306312
EIF4G2,1.0,0.11130977074757
ZNF852,1.0,-0.1407300836094018
SPIN2B,1.0,-0.0929339101409712
CITED2,1.0,0.4762295700932684
ALG10B,1.0,-0.0660724752416369
MIXL1,1.0,-0.0035771156847244
THOC2,1.0,0.2505415333216533
GATA2,1.0,-0.1007221765982187
TVP23A,1.0,0.3315268940346337
CFAP43,1.0,-0.2060563573843382
SVOPL,1.0,0.4471897899761188
OSR1,1.0,0.121066559771239
TIGD5,1.0,0.1452002542112045
AGBL4,1.0,0.2906206930696267
KIAA2012,1.0,-0.4440625637223458
PIAS4,1.0,-0.1144680400033824
BANP,1.0,0.3266515184244686
GOSR1,1.0,-0.2382014612601856
THOC1,1.0,-0.2428905380814244
ASPA,1.0,0.4347712675174702
ADAM23,1.0,-0.6820361343724547
MEX3B,1.0,0.3328628771444457
DGKH,1.0,0.2211970386310489
DNAJC24,1.0,-0.4173690174286285
TLE6,1.0,0.1342831346369085
ADAMTS17,1.0,0.2007513681091396
CLDND2,1.0,0.345533914041947
FAM71A,1.0,-0.0299920048363309
EDEM3,1.0,-0.2398226915944242
PRR32,1.0,0.3833544702779183
MROH7,1.0,0.0430709983625894
PDPN,1.0,0.3008034735377254
GABBR1,1.0,0.342970840726575
EIF4G3,1.0,-0.0559869043854967
HDLBP,1.0,0.7123893966965781
MNS1,1.0,0.4132016933871202
EIF3G,1.0,0.6023225709680139
YWHAE,1.0,-0.4280703846649973
PLIN3,1.0,-0.2636758503035624
PRR5L,1.0,0.2366222021386541
P2RY12,1.0,0.1773980056322759
KDM6A,1.0,0.0809525180706511
UVSSA,1.0,0.4053284063753913
SPATS2,1.0,-0.1282601009655262
NOL4,1.0,0.1570441068088556
GPRC6A,1.0,-0.5603814988681652
UBR7,1.0,0.5527038849169579
SPO11,1.0,0.4452894075730221
TAF10,1.0,-0.00705890211938
GALK2,1.0,0.0325800205666471
FAM210A,1.0,0.136053101599158
NCR1,1.0,-0.0984823253963671
GTF3C5,1.0,0.0980414739773598
PRLH,1.0,-0.2760038590204948
P2RY14,1.0,-0.110278335292694
ADGRA3,1.0,0.2195699480520394
IRS1,1.0,0.0285314591153187
SPRYD7,1.0,0.1337081321560153
ZIC5,1.0,0.0923991907821197
ADAP2,1.0,0.1166705539805938
HIST1H2AC,1.0,-0.0486192226749218
SLC22A11,1.0,0.0070546891946365
WFDC9,1.0,-0.2345040708876742
VEGFB,1.0,-0.2829602827983262
SH3PXD2B,1.0,-0.2586569459633935
RAB40C,1.0,-0.0804932549404485
WDR88,1.0,0.2010951183837859
PRR18,1.0,-0.0767736756771357
C16ORF72,1.0,-0.15923841008254
TRAK1,1.0,0.12704412853353
CEP19,1.0,0.416742005116307
EPHX4,1.0,0.0264886206353597
CONTROL120,1.0,-0.1289022096710255
DOT1L,1.0,-0.0483454712236988
COL22A1,1.0,0.2355042532279477
HIST1H2BO,1.0,-0.061123834888631
CRELD2,1.0,0.3434959555664928
ZFPL1,1.0,0.2262217062427218
RUNDC3B,1.0,-0.208275466929237
IQCJ-SCHIP1,1.0,0.0631286082885535
APLNR,1.0,0.0638953289533505
ZFP42,1.0,-0.0890300833871713
TLK2,1.0,0.4348870241864533
MYL3,1.0,-0.2426853424958144
CT47A5,1.0,-0.543552299376915
SATB1,1.0,0.3482267516755977
MTR,1.0,0.30549265999724
NPM3,1.0,-0.2295096923179598
FLAD1,1.0,-0.2987901184684576
ACVR1B,1.0,0.1715158814477128
BEND2,1.0,0.3532564529757846
HGH1,1.0,0.2568186464363047
CT47A1,1.0,0.2769227872051857
ZNF461,1.0,-0.3727510443161471
IER5,1.0,0.2460828465518598
PKMYT1,1.0,-0.0967296542863946
CHD1,1.0,-0.2399623070722074
UBE2D1,1.0,0.0166681703660228
GPN2,1.0,-0.1291887330995897
MCC,1.0,-0.1227658979470697
YWHAG,1.0,-0.3536116922220314
KCNA7,1.0,0.2363112967258799
CEP72,1.0,0.2470901389193844
EXT1,1.0,0.3512794801639889
ABHD16B,1.0,-0.1308011604073393
TMEM202,1.0,-0.3436375916749576
CFL2,1.0,0.3109156625134007
LRRC8A,1.0,-0.1391089807691234
CEMIP,1.0,-0.127990312293329
FAS,1.0,0.274026876808378
GPR20,1.0,0.1716823743849684
ABCB10,1.0,-0.3227064751825634
CDCA7L,1.0,0.4330763440267501
CST8,1.0,0.2334856387940747
MAD2L1BP,1.0,-0.4194726494798777
CONTROL597,1.0,0.3910637902004582
SCYL3,1.0,0.26470783859293
SNX33,1.0,-0.159806018796944
CLDN20,1.0,-0.3841515843102651
PDS5B,1.0,-0.9221642369895564
DLC1,1.0,0.0915386533286372
MEX3D,1.0,0.2060020713065954
CHIC1,1.0,-0.0988401313168358
GRID1,1.0,-0.2110095652867085
ATF6,1.0,-0.023829742543258
CONTROL953,1.0,0.2209058499638826
CD55,1.0,0.4935236836047418
POU3F1,1.0,-0.181464842606548
PPP1R12B,1.0,-0.1928816780304975
S1PR5,1.0,0.7722964480967196
BZW1,1.0,-0.013989047991473
RNASET2,1.0,-0.3794598541563231
BRD1,1.0,-0.3001878916947779
HSPB9,1.0,-0.5120987262426466
PRAME,1.0,-0.1004577232207432
GRIN2C,1.0,0.3480853135737411
GOLGB1,1.0,-0.3205981899041171
RANBP17,1.0,-0.0477608431360347
SLC39A14,1.0,0.1350270889260835
EIF3M,1.0,0.2689482035928451
RNASE1,1.0,0.1640014091440263
LYSMD3,1.0,-0.1469453118942759
CONTROL855,1.0,0.7129579667591555
MED21,1.0,-0.0443428005232746
BRD4,1.0,0.1644106622426526
STK11,1.0,-0.385653164826338
RFX5,1.0,-0.5623489209941387
COQ9,1.0,-0.463865919140753
KIAA0232,1.0,0.033892829147964
CONTROL151,1.0,-0.196045196868997
LRRC25,1.0,-0.1122019112047468
DEFB126,1.0,0.0050270539441292
PKHD1L1,1.0,0.053856892501576
KRT222,1.0,-0.0429689111653546
NUP35,1.0,0.1373760968353831
ALX1,1.0,0.148499481671525
TNXB,1.0,0.3171843579002313
TMEM189-UBE2V1,1.0,-0.132634659106687
SLC4A5,1.0,0.0906393852060642
GYS2,1.0,0.4988272244828411
RBL2,1.0,0.3907093921913684
MTMR11,1.0,0.1583146724696974
C10ORF95,1.0,0.1697446234490008
M6PR,1.0,-0.1538749223580714
ZDHHC18,1.0,-0.0375830929665243
