gene_symbol,NE_pluripotency_score,E8_self_renewal_score
ARL6,0.9899777665435638,0.4862384002571569
INHBA,0.9899777665435638,0.1482134432649327
ANXA8,0.9899512987719694,-0.2203143654172241
METTL5,0.9899280071329662,-0.0665117610583027
WWC1,0.9898740128789134,0.0491748521809399
ACAN,0.9898676606137308,0.0793361293876287
SIGLEC10,0.9898200186248606,0.111844427276289
SLC35B3,0.9898157837814054,0.0655226272163558
IL6ST,0.9898157837814054,0.1723762503967983
ZNF230,0.9897755527685818,-0.062137596172846
SYNPO2L,0.9897533198404423,-0.0878169847080008
TRO,0.9897247346471204,-0.2380503420269371
APOD,0.9896770926582502,0.3170549317422672
RDH12,0.9896654468387486,-0.4113694516035225
HIRA,0.9896262745367888,0.1942161611471844
ZNF653,0.9896146287172872,0.1851418172008388
CLCN2,0.9896040416086492,0.0469073289172919
PRODH2,0.9895871022348288,0.3457848458734779
CONTROL864,0.9895076989200452,0.0668069641545022
IKBKG,0.9894727614615404,0.2904266169408966
POTEI,0.9894632330637664,0.187583786696343
FRZB,0.989442058846491,-0.0543222605902631
MARVELD1,0.989412414942305,0.2061531602122009
PIK3R5,0.989388064592438,-0.1876488249432301
DNAJC27,0.9893827710381192,-0.101330078966333
HBA1,0.9893340703383852,0.1023093844974172
PCDHGB1,0.9892853696386512,0.2005336851412304
NYX,0.9892800760843324,-0.6018556137207879
PLXNA3,0.9892652541322396,0.4925222214891039
BHMT2,0.9892557257344656,-0.6463358010579312
PHYKPL,0.9891773811305458,0.1281266558110165
CLN6,0.9891720875762268,0.2200336872998059
CDC42EP2,0.9891212694547652,-0.1012663747904129
ETV3L,0.9890640990681212,0.0638985318297593
ROCK1,0.989050335826892,0.4682807632255352
IGSF9B,0.9890101048140684,0.0636674520412882
CSNK1G2,0.9889910480185204,0.1646456176228801
MIS12,0.9889857544642014,-0.1759810793511502
PMS2,0.9889614041143344,-0.5337320591861235
DPH2,0.9889603454034708,-0.0591691449437403
IL1RL2,0.9889561105600156,0.2146976984124785
CUL7,0.9889021163059628,0.1378599187114692
CONTROL765,0.9888745898235044,0.7638597435566272
SRPR,0.9888629440040028,-0.1747140944830889
SYNDIG1L,0.9888629440040028,-0.4184231792151427
HSF1,0.98884812205191,0.1520429866579189
FCN2,0.988823771702043,-0.4561153266909752
FAM98A,0.9886469669877916,-0.1784297535372898
GH1,0.9886321450356989,0.3553004813644965
PCBD2,0.988616264372742,0.2573221769783165
PRR23C,0.9885654462512804,-0.4785374057848855
ZMYND10,0.9885368610579583,0.243459636922588
KCNV1,0.9885241565275932,0.0782181273145116
C19ORF48,0.9885135694189552,-0.3697073411721532
USP46,0.9885072171537724,0.2412868155225762
DEFB1,0.9883431169698866,0.5140576374031558
CLEC2A,0.9883092382222456,0.18016639483616
OCLN,0.9882647723659668,0.2273231421464698
SUV420H2,0.9882520678356016,0.1118767284341103
SNRNP27,0.98820124971414,0.1923232078210756
AICDA,0.988191721316366,-0.0122667807220643
CDK2AP1,0.9881896038946384,0.2307615524747995
NOD1,0.9881472554600872,0.1456082691296747
TMEM253,0.9880487953497556,-0.242842906661771
TMEM86A,0.9880392669519816,-0.1723960668988797
SOX9,0.9879799791436098,0.0650118073897305
OR10V1,0.9879471591068326,0.1387236026696293
CACUL1,0.987931278443876,0.2999507312112122
RNF111,0.9878899887201884,-0.2694110884632935
CEACAM20,0.9878772841898232,-0.4001155531965209
KRBOX1,0.9878232899357704,0.1253674013411782
ANKRD54,0.987815878959724,0.0855954044085819
IHH,0.987795763453312,-0.2589814379983524
NLRP8,0.9877894111881294,-0.5042447526635456
CHRDL2,0.9877798827903552,0.152723031192618
GSG1L,0.9877301233797576,-0.446764182064475
RUSC2,0.9877153014276648,0.1507754987816759
ZNF121,0.987684598812615,-0.0710562240723366
HAVCR1,0.9876486026432464,0.2637253097322256
CONTROL542,0.9876358981128812,0.0431477841186099
SULF1,0.9876189587390608,0.2683729849366084
KLHDC7A,0.9876094303412868,-0.3776318539490808
C1ORF61,0.987607312919559,0.3640351265817516
BLOC1S6,0.987578727726237,0.2230180917668332
TCF3,0.9875533186655062,0.3031526390351075
CONTROL401,0.9875533186655062,0.0049600384289994
NOP56,0.987530027026503,0.2384771348512471
CONTROL390,0.9874707392181312,-0.6900548919495346
LBR,0.9874453301574008,-0.3890000210380098
KLLN,0.9874379191813542,0.2349220593429997
BTBD8,0.9873913359033478,-0.3450170398362276
POMGNT1,0.9873384003601589,0.0815498149765134
ARNT2,0.9872971106364712,-0.1070070082328168
IDH2,0.9872304118520532,0.3163011801409747
CONTROL992,0.9872230008760068,-0.0188604663182685
GUCY1A3,0.9872039440804586,0.1626095854061517
CALCR,0.9871933569718208,0.0910197310653732
NBEAL1,0.9871764175980005,0.0063600873370755
PADI1,0.9871510085372696,-0.113993683953298
PYCRL,0.9871351278743128,-0.0549309709529006
HTR2B,0.9871351278743128,-0.1864349060759841
SFTPB,0.9871224233439476,-0.5523890833523185
SP6,0.987109718813582,-0.017457933169571
TECRL,0.9871044252592632,0.749870116217667
THBS2,0.9870684290898948,0.606643690161424
ALG6,0.9870610181138484,0.1814454797092846
FAM96A,0.9869435012079686,0.0124151770773998
C1ORF64,0.986927620545012,-0.3706884483564561
ITM2C,0.9869064463277364,0.030429355580709
GRID2,0.9868736262909592,0.1862095400599619
PRAF2,0.9868630391823212,-0.1782494343772329
KCNC4,0.9868609217605936,-0.0432915292474931
NPPB,0.9868513933628196,0.0069351389298995
GNG11,0.9867984578196308,-0.2145505297122565
TSPYL5,0.9867614029393984,0.9577156699294382
MCPH1,0.986744463565578,-0.0982293704055725
DESI1,0.9866915280223888,-0.1112899329468281
FBXW5,0.9866777647811596,-0.101636430588409
LCT,0.9866650602507944,-0.2797115663041686
ADRA2C,0.9865327213928218,-0.1172688798496465
GNA14,0.9865295452602304,0.2095410480179083
ACER2,0.9864766097170412,-0.033399189337529
DNAJC16,0.9864755510061776,0.1305225121689932
LYPLA1,0.9864713161627224,-0.0375629992968112
IL3RA,0.9864332025716264,0.0378791555868562
RSPH3,0.9864226154629886,-0.025913364895733
LUC7L2,0.9863919128479388,-0.0946819367107208
KDM1B,0.986371797341527,-0.2020074983328844
TRIB1,0.9863199205092018,0.7873362244528865
CREB5,0.9863029811353812,-0.2993833334919036
C16ORF46,0.9862786307855144,0.3226344184731748
ARV1,0.98626063270083,0.325000942916529
GLB1L2,0.9862595739899664,-0.3593585263659357
CONTROL179,0.9862595739899664,-0.026999735629712
PGBD1,0.9862383997726908,-0.0440520334367478
CDC20B,0.9862172255554152,-0.0795410199867488
MX1,0.9862066384467773,0.4720901702006586
UCKL1,0.9861526441927244,0.0642952916322045
RTP4,0.986135704818904,0.0268062220210803
ST6GALNAC1,0.9861219415776749,0.2019290738326651
GRM3,0.9860986499386716,-0.0692672220130161
LTBP4,0.9860891215408976,0.1256858802708618
MED22,0.9860446556846189,-0.1171057320950817
VHLL,0.9859917201414298,0.3149053569248486
PAQR3,0.9859599588155163,0.2078204822770142
CCDC87,0.9858826729224603,0.1681742447007378
SECTM1,0.9858286786684076,-0.1732809521176857
GFRA3,0.9857958586316304,0.4246693920195586
TAF9B,0.9857217488711658,-0.2057723615385898
PQLC3,0.9857026920756176,0.0609817075829442
CARF,0.98561376036306,-0.03070459088703
C16ORF52,0.9855883513023294,0.2041908069555651
CONTROL821,0.985585175169738,-0.0320714856858675
ZPR1,0.9855777641936916,0.296719360807659
STK39,0.9855682357959176,0.4554388041563654
ZNF583,0.9855597661090072,0.2914747868082631
ARMCX2,0.9855057718549544,-0.2438006239351154
NDUFS4,0.9854951847463168,0.0561521630025891
MIR1-1HG,0.9854464840465827,-0.0451954157933791
CONTROL246,0.9854337795162176,-0.0941953912432242
ZSCAN16,0.9853702568643906,0.2860644788651391
FAM124B,0.9853596697557528,-0.7877926473429566
CONTROL284,0.9853512000688426,0.0923858470228959
MAZ,0.9853448478036598,0.4263500324299115
TESPA1,0.9852908535496072,0.2856912416570457
P2RY8,0.9852559160911024,-0.4605104947673001
FBXO16,0.9852368592955544,-0.368136485496684
SERPINA4,0.9852252134760526,0.0544018871895222
PTCHD1,0.9852082741022322,-0.5435786576959729
LUZP6,0.9851828650415014,0.3789671555264561
GOLGA6L9,0.9851712192219998,0.0317174918746538
FSIP2,0.9851532211373156,0.0533037583744139
METTL21B,0.9851204011005384,0.2550802425581535
FAM69C,0.9850896984854888,0.0711761756122244
RAB4B,0.9850865223528974,0.5689079965282969
DNMBP,0.9850589958704392,-0.1351760981138257
IL22RA1,0.9850473500509376,-0.1707024167363477
SLC26A7,0.98499759064034,-0.1425040903738381
TRAM1,0.984967946736154,0.1706965038538616
TRAF7,0.9849139524821012,-0.0554038260640224
RAET1L,0.9849086589277822,-0.4136995041899365
MAGEB6,0.9849033653734632,-0.1603765138113416
DNHD1,0.9848641930715034,0.0560655855260133
RAB23,0.9848387840107728,-0.0649901640865426
CCDC28A,0.9848059639739956,-0.320080709013985
VDAC1,0.9847858484675835,-0.1330454784233445
GRWD1,0.984783731045856,0.6926837730659995
SPHKAP,0.9847530284308064,-0.0123815530610649
ATP4A,0.9847519697199428,0.0256184434230293
NEFL,0.984741382611305,0.0708142986717439
MYT1,0.984702210309345,-0.3192746956206099
DNAJB7,0.984702210309345,-0.278823416839242
EEF1E1,0.9846990341767536,-0.2462009939902473
NLGN2,0.9846704489834316,0.535098344912756
NHSL2,0.984629159259744,0.3105317597982951
RRP15,0.984601632777286,0.1828349237186594
ABCC8,0.984591045668648,0.1027317165940434
IGLL1,0.984557166921007,-0.0831203428324072
INTS10,0.9845550494992796,-0.3098881149582052
RHPN2,0.9845370514145952,0.1343401916478168
CYB5R1,0.9845031726669544,-0.2229735086697612
CDH22,0.9844830571605424,-0.0156074130377787
BAG1,0.9844184757978518,0.4545132819805927
DHDH,0.9843814209176196,-0.0950828662409337
MAK,0.9843761273633006,0.5083836386614597
TBC1D14,0.9843443660373872,0.2462846597516844
HDGF,0.9843422486156596,0.097628790706338
CDH13,0.9842713149877864,-0.1945894394983693
L3MBTL3,0.9842681388551948,-0.0284741401673715
CONTROL518,0.9842363775292816,0.3915340948044039
CONTROL123,0.9841675613231358,0.1369050068583792
CONTROL33,0.9841262715994484,-0.2917129642637542
AIM1L,0.9841230954668572,0.2277977221017642
SND1,0.984041574730346,0.0749093060805291
TMEM106A,0.9840161656696153,0.0401459470035589
SLC17A6,0.9839992262957948,0.2304684829107827
BOD1,0.983945232041742,-0.1609667967519228
HIST1H4B,0.9839431146200144,0.3827512518772726
ATP5J2-PTCD1,0.9839325275113764,-0.0613023418940887
DOC2A,0.9838690048595496,-0.2174795135902001
PDE1B,0.983858417750912,-0.0674648173569656
CACNA1F,0.9838383022445,0.4391232657623296
WSCD1,0.9838160693163608,-0.073754165726375
PLTP,0.983804423496859,0.0074345742127409
HK3,0.9837620750623078,0.1654640775155405
PRY,0.9836900827235708,0.019886667736968
FIBP,0.9836879653018432,-0.1177716315980324
KCTD18,0.9836763194823416,-0.1488414129733699
ZBTB17,0.9836636149519762,0.2274142606841862
RPS7,0.9836636149519762,-0.2060846978510478
LECT2,0.9836223252282889,0.3425444185520099
RPL19,0.9836223252282889,-0.0782498832168647
KRTAP4-4,0.9835895051915116,0.415600955804227
PXMP2,0.98357785937201,0.0362826151984197
TIAL1,0.9835693896850998,-0.3120398331847616
CHST14,0.9835153954310468,-0.4525920146297923
WDR38,0.9834889276594524,-0.609733495368176
FOXK1,0.9834317572728084,-0.2497459559744735
SASH1,0.9834211701641704,0.0988325815012562
COL11A2,0.9834074069229412,-0.0630249573827596
C1QTNF7,0.9833724694644366,-0.0071302478317375
ALDOA,0.9833576475123436,0.4484354909504487
MAGOHB,0.9833544713797524,-0.1151942914762753
CCDC57,0.9833523539580248,-0.6330281791162846
ANXA2R,0.9833428255602508,-0.2099816559887045
TBCEL,0.9833036532582908,-0.3429648243611752
C1ORF226,0.9832930661496532,0.1451193539149273
PPP2R1B,0.9831384943635412,0.7324535074436268
DSTN,0.9831003807724448,0.073097560462103
MOB3C,0.9830580323378936,0.1241068378344603
ARMC6,0.9830315645662993,-0.1058845831898066
CONTROL986,0.9830262710119804,-0.1526651551856812
IFIT1,0.9829775703122464,0.0647540351150544
GLCE,0.982950043829788,-0.2643783191590101
VMO1,0.9829235760581936,0.2095585485597951
CSF3R,0.9829182825038748,-0.5830035448481162
ZNF550,0.9828706405150044,0.1062329300588856
TMEM138,0.982853701141184,-0.0992855311516711
ITPRIPL1,0.9828166462609518,0.0349564139145055
NKPD1,0.982766886850354,0.2397538797561484
CTXN2,0.9827626520068988,-0.5206989198501583
CEPT1,0.9827552410308524,-0.4440638380276659
EIF2B4,0.9827435952113508,0.5564124718980106
ZNF84,0.9827372429461682,0.0588924557746588
CNIH3,0.9827319493918492,-0.2383078986038683
FAM209A,0.982708657752846,-0.0332173170364095
SHPK,0.982655722209657,0.3915064168133685
SIPA1L3,0.982632430570654,0.588176707650621
STMN4,0.9826017279556044,0.2213580833834491
OR2T35,0.9825921995578304,0.1406896777251832
SCNM1,0.9825477337015516,0.2722191035909752
TNP2,0.9825085613995916,0.0361573280983879
C20ORF202,0.9824937394474986,0.0966001252211201
FANK1,0.9824926807366348,-0.3308843147848715
ZNF330,0.9824757413628143,0.0827757674019658
CASC10,0.9824524497238112,-0.2919289998650666
CARD9,0.9824408039043095,-0.3477371000583272
TRIM47,0.9824344516391268,0.0824995125635005
OTUD1,0.9823868096502568,0.3008984784424334
SP3,0.982332815396204,-0.1674520302056644
ERI2,0.9822999953594268,0.1607640808620427
MKRN1,0.9822915256725164,0.3180921873810265
ZNF846,0.9822788211421511,-0.177457692569654
CCL20,0.9822481185271016,0.5412655286460948
SYDE1,0.9822258855989622,0.4471541828928503
C1QTNF1,0.9821771848992282,0.3811857843320889
LRRC2,0.9821729500557732,0.0095073695325664
SOX12,0.9821178970908564,-0.508697375479781
STKLD1,0.982048022173847,-0.3944244479862023
TMED7,0.9820109672936148,-0.1073968370976741
SLC4A10,0.9819982627632492,0.152829673599556
IFT52,0.9819876756546116,0.2349051509465649
MZF1,0.9819442685091964,0.1015727675911462
ARID5A,0.9819336814005588,0.2269176322517498
OR52W1,0.981902978785509,-0.0008238939200584
TRAPPC11,0.9818574542183665,0.4123892801380199
WDTC1,0.9818045186751776,-0.641750346198519
GRIK3,0.981748406999397,-0.1036004356577478
DBNDD1,0.9817420547342144,-0.2258845012901378
PSG1,0.98172405664953,0.7836149733295658
CYB561D2,0.9817155869626198,-0.0419130253455264
GPR176,0.9817039411431184,0.3336284547834283
ZFYVE26,0.9816880604801616,0.3660135338143727
ZBTB47,0.9816393597804276,0.0482472241160076
C9ORF152,0.9816171268522884,0.1465182815766552
C8ORF31,0.9815938352132852,-0.0227212055771406
ARL6IP6,0.9815472519352788,0.3570358263748137
PUS1,0.9814858467051796,0.2846902591994779
GYLTL1B,0.981474200885678,-0.4967977378784503
RNF222,0.9814572615118574,0.6852656829239239
GNAT3,0.9814403221380368,-0.009658195495919
IQSEC1,0.9814202066316252,0.0075034063991933
ETNK2,0.981387386594848,-0.0814630071452402
ACSS2,0.9813662123775724,0.0042770727795427
ANKLE2,0.9813651536667084,0.1137045249129921
MBD3,0.9813323336299312,0.0004550850639393
KIAA0556,0.9813185703887022,-0.4778036446172609
TMC7,0.981300572304018,0.484515866364296
PGR,0.9812772806650149,-0.5256109700962529
ARHGEF15,0.9812444606282374,0.2358955935315948
ADGRF4,0.9811565876265436,-0.1404759718610012
KRT2,0.981146000517906,-0.1091842046423292
NEUROD2,0.9811417656744508,-0.4022450371656902
MC2R,0.9811301198549492,-0.0038912464740712
NAGK,0.9811004759507632,0.2191105288219808
NKIRAS2,0.9810983585290358,-0.1299774249111122
C17ORF99,0.9810718907574412,0.2618910931586528
LMNB2,0.9810464816967104,-0.1536260725351884
TMEM251,0.98099037002093,0.6738624952899884
PRKAB2,0.980980841623156,-0.1631701928285418
MLF2,0.9809204951039208,-0.7352991944387854
DUOXA1,0.9808294459696356,-0.1025381179862915
ALG2,0.9808114478849512,0.0625555245856559
HIF1A,0.9807765104264464,-0.497471047924078
KCNS3,0.9807373381244866,-0.4389703208016171
POU4F2,0.9807267510158488,-0.0803179717072828
TSC2,0.9807225161723936,-0.0449524015824191
NLGN3,0.980710870352892,-0.0782006134133592
CALCOCO1,0.9806928722682078,-0.1095298547082686
TMED9,0.9806685219183408,0.7982093648693426
CONTROL521,0.9806452302793376,-0.4378494639924536
XXYLT1,0.9806378193032912,-0.0515576652951296
SLC25A20,0.9805107739996376,-0.5271343301214713
KRT33A,0.9805075978670462,-0.0763579093734115
LSM1,0.9804980694692722,0.4496610437610783
MAP7D1,0.9804811300954516,0.0884742240135272
HPS3,0.98046948427595,-0.3816771943250082
TMEM87A,0.9804536036129934,-0.0502642960566437
GAPT,0.9803382041288412,0.3768818093410056
PITX2,0.980315971200702,0.1877681922963225
ZIM3,0.9802926795616989,0.3938370154772203
PLCB1,0.980238685307646,0.2125303200585608
ANGEL1,0.9801857497644568,-0.4302846758344447
SFN,0.980142342619042,-0.2292914567262399
SPRR1B,0.9801381077755869,-0.0339661397547345
POMP,0.9800999941844908,-0.522528744401844
IGDCC3,0.980078819967215,-0.0702090385848053
TIGD7,0.9800756438346236,0.1156798103519799
TARS2,0.9800512934847568,0.2707057181304199
GLTPD2,0.980044941219574,0.0392235397799133
S100PBP,0.9800269431348898,-0.270116201458172
LCN8,0.9800248257131622,0.2103237414744037
VWA3A,0.9800142386045244,-0.4672758049764712
SOX10,0.97999624051984,-0.0587489477095951
KRT10,0.9799718901699732,0.0091166312236812
CONTROL233,0.979943304976651,-0.7116234699492449
AKNA,0.9799263656028306,0.1744774670762874
MFSD2B,0.9798639016618677,0.24828839720095
SF3B3,0.9798564906858211,-0.0325678551904954
XRCC6BP1,0.9798109661186786,0.4646268433929531
EXOSC2,0.9798077899860872,0.3032218525770445
EYA4,0.9797569718646256,-0.1198389842520403
DPYSL5,0.9797336802256226,-0.1022708212207725
NDST1,0.9797156821409384,-0.0425291979788199
HNRNPH1,0.979669098862932,0.2523402336517428
SNRPA1,0.9796140458980154,-0.1142451052597614
PSMA6,0.9796140458980154,0.021196805408374
SRSF10,0.9795960478133312,-0.1382136400212842
SBF2,0.9795907542590122,-0.4335197159333455
SUCNR1,0.9795685213308728,-0.3646653639270704
WDR93,0.9795462884027334,-0.5070480113937869
FAM187B,0.979476413485724,-0.2487240772827424
SLC12A6,0.9794351237620365,-0.4327678096241918
GSDMD,0.9793811295079836,0.2899087657854312
IRS4,0.9793557204472528,0.0243091349934721
POFUT1,0.9793281939647944,0.5247576772692218
C11ORF21,0.9792741997107416,0.2906112272825967
E2F7,0.9792424383848284,-0.1038220588516089
CONTROL440,0.9792413796739644,0.1029179723707808
OR7D2,0.9792212641675528,-0.3052891128221787
OSR2,0.9791672699135,0.1531358088262875
VTN,0.9791640937809084,0.1718289635456028
SRPK1,0.979152447961407,-0.0535518840176502
DRD3,0.9790285787903448,-0.2819207358638473
OR52K1,0.979016932970843,0.1638446883820656
UBAC2,0.9789534103190162,0.3609222398679371
VCY1B,0.9788994160649634,-0.2861922968555872
CONTROL436,0.9788972986432358,-0.2034273999447392
ARHGEF19,0.978896239932372,0.3135344519207938
PQLC2,0.9788835354020068,-0.1433684514392526
KDM5A,0.9788814179802792,-0.1290352678025886
RALGAPA2,0.9788253063044988,0.0455576048364168
PRX,0.9787596662309443,-0.0348092979270367
GUCD1,0.978746961700579,-0.0848973831991543
DISP1,0.9787384920136688,-0.369528567960615
STK26,0.9786781454944332,-0.1866508716512649
S100A4,0.9786664996749316,0.2850283750118497
MPP6,0.9786315622164268,-0.0004603418197008
TMEM38B,0.9786103879991512,-0.4107664915338752
LRRC6,0.978578626673238,0.0610000284785789
THOC5,0.978577567962374,0.1005124244895816
CAMK2A,0.9785362782386866,-0.6108430883947316
PTGER4,0.9785246324191852,0.0128905393376518
SSB,0.978510869177956,0.2979185163113209
RAX,0.9784706381651322,-0.0071218532318913
SHC1,0.9784420529718102,0.675969411482843
DCT,0.9784293484414448,-0.2798351731614131
ATP1A1,0.97839441098294,0.423840394203441
TREX2,0.9783637083678904,-0.3638255553496135
HSD11B1,0.978326653487658,0.4747911688064404
PTPRT,0.9783150076681564,0.157471769582853
CCDC179,0.9783097141138376,-0.2289590696419691
SASS6,0.978298068294336,-0.0765140013643174
OR2T29,0.9782663069684224,0.6783161431826091
TOMM20L,0.9782027843165958,0.1033745107281616
MUCL1,0.9781223222909484,-0.187152826383014
KAZN,0.9781223222909484,-0.2564072293790781
BACE2,0.9780969132302176,0.1798320532754615
OR1B1,0.978075739012942,-0.2633542965507759
SMARCD2,0.9780418602653012,0.063583275915226
PDE2A,0.977988924722112,-0.3333958941183342
KIAA0319,0.9778894059009168,0.0791242181656091
KMT2B,0.9778819949248704,-0.2520084399028749
DVL3,0.9778767013705512,-0.3636867801487313
MS4A4A,0.9778703491053686,0.6766439608978935
ZNF568,0.9778470574663656,-0.2089775963206868
PARP2,0.9777750651276284,-0.3003693392068139
FAM181A,0.9777560083320804,0.0555020385099313
TSPY2,0.9777549496212166,0.0032476948330429
RNF135,0.9777210708735756,-0.0331395136254409
HOXA1,0.9776639004869314,-0.0897688394505004
CHGB,0.9776554308000212,-0.44243746695675
CCNF,0.9776141410763336,0.2386015499816436
ZNF197,0.9775664990874636,0.0285658696649681
PCDHA3,0.9775601468222808,0.5619935529588258
ZNF18,0.97752626807464,0.2341956427723256
EPB41L4A,0.977516739676866,-0.1474126073637399
PEX1,0.977507211279092,0.2190777444772676
CONTROL271,0.9774796847966336,0.1497201823301023
PNPLA7,0.9774225144099894,0.0777018076073054
SLC25A48,0.9774214556991256,0.2651509385617481
LACTBL1,0.97740028148185,-0.1604396874517455
SERP2,0.9773081736367012,0.1573417429296096
STARD3,0.9772922929737444,0.306357645495982
S1PR3,0.9771853631765026,-0.4908246579964969
ITGB2,0.9771811283330476,0.4390001709845363
CXCL1,0.9771345450550412,0.1625528830318332
RGS20,0.9771324276333136,-0.3100334485738483
SKAP2,0.9771218405246758,0.3778676393537176
WDR81,0.9771123121269016,-0.0160705763617334
DAG1,0.9770890204878986,0.0428103397190155
P4HA2,0.9770784333792608,0.1099120387182279
ZFP64,0.9770710224032144,-0.1281888082566728
GYS1,0.9770540830293938,0.125272109493721
NFKBID,0.9770392610773008,0.3374326517544928
ZNF705B,0.9770202042817528,0.4231224740866726
WDR11,0.976936566123514,0.3158785776582962
IRX2,0.9769185680388298,0.695912277189746
PGC,0.9769111570627834,0.3909877637654732
HYPM,0.9768465757000928,-0.0595046666175325
SIGMAR1,0.976811638241588,-0.0555819642021937
SNAPC5,0.9767195303964392,0.447424011620336
MON1B,0.9766994148900272,0.146371225408574
ATP1A3,0.9766803580944792,0.4056223932890748
ST3GAL2,0.976638009659928,0.0939758001449016
ARMCX3,0.9766263638404264,0.5251382620398651
CONTROL454,0.9766126005991972,-0.1982344449538109
SNTB1,0.976609424466606,0.1437562771513736
VEGFA,0.9766030722014232,-0.3288657777591091
RXRG,0.9765967199362404,0.0029447896618151
SFT2D2,0.9765914263819216,-0.1937597268232067
C2CD3,0.9765437843930516,-0.1399269951437726
BIK,0.9765257863083672,-0.0694666173010435
OR6C4,0.9765215514649122,-0.2462133950484393
FITM2,0.9764897901389988,-0.2179104104390674
ZNF677,0.976464381078268,0.0651473317227113
TMEM184A,0.9764410894392648,0.9774881410815356
BMF,0.9764368545958096,0.0242519036697373
LACTB,0.9764283849088994,-0.0273269334270079
SYVN1,0.9762865176531528,0.3029505980153331
BIN2,0.97628016538797,-0.1066887388368473
CONTROL976,0.9762547563272392,0.3629345812251016
PIGS,0.9762494627729204,0.3363638417823025
SMC3,0.9761965272297316,-0.1186916498482861
NXPE3,0.97618488141023,-0.738207613467095
EHD2,0.9761690007472732,0.1336814956206037
LYN,0.976116065204084,0.3386652081694777
OR2G2,0.976068423215214,-0.1556034003710251
KIF24,0.9760652470826228,0.0619664993212535
DLK1,0.9760620709500312,0.2445101729943244
TBC1D12,0.9759657282614272,-0.1512589417234869
DOCK11,0.9759636108396996,0.0383948819467302
SHCBP1,0.9759498475984706,-0.2437036021213307
IPO11,0.9759159688508297,-0.2292934570273846
HIST1H1E,0.9759022056096004,0.1057158510154377
MMP25,0.9758482113555476,-0.3306159457471864
SIRPD,0.9757952758123586,0.6710245321904299
CONTROL290,0.9757730428842192,0.0874702489803459
PLGRKT,0.9757412815583058,0.0521288520651714
PCDH11X,0.9757063440998012,-0.245352843684047
GJC1,0.9756883460151168,-0.1787236711404324
OR1S2,0.975681993749934,-0.2315619446914663
TANC1,0.9756597608217948,-0.1188665042731388
EOGT,0.975634351761064,0.4693830174155051
C9ORF66,0.975600473013423,-0.1832813309022334
NT5C,0.975581416217875,-0.2871615803334094
ARSK,0.9755200109877756,-0.227397470868844
ANP32B,0.9754204921665802,0.0102578515131028
CGB,0.9754151986122612,-0.2140205114359294
DNAJA2,0.9753559108038896,-0.2128483401535351
SGSM1,0.9753167385019298,0.0373141156508336
KLF5,0.9753135623693384,-0.6224611286832772
OR52L1,0.9752013390177776,0.4569481911431933
TUBB3,0.9751653428484092,0.1562932018835765
HOXA11,0.9751536970289076,-0.0345619014079214
ZAR1L,0.9751388750768146,-0.141882965442834
WDR62,0.9750668827380776,-0.395694530161927
APIP,0.9750478259425296,0.0968327001936196
RIPPLY2,0.9750467672316656,0.4077986895296771
UBE2B,0.9750139471948884,-0.0828131901416996
HMGB3,0.9749938316884766,-0.2098063093336026
HES6,0.9749419548561514,-0.3506952097436303
ANXA3,0.9749398374344238,-0.0241306657041003
PCDH1,0.9748689038065506,-0.0499485021910339
UNG,0.974832907637182,-0.7825752437660042
SPDYE6,0.9747958527569496,0.0868547461025394
CONTROL130,0.9747831482265844,-0.0023094343711303
RAB2A,0.9747291539725316,-0.3195964785444236
FAM216A,0.9746730422967512,0.1393314511632045
PTPN12,0.9746370461273826,0.4694197106955434
INPP5A,0.9746338699947912,-0.2486783464512166
CA1,0.9746190480426984,-0.0053664160809485
RNH1,0.9745661124995092,0.0017917150645329
CONTROL560,0.9745491731256888,-0.343106230641668
NONO,0.9745396447279148,0.1131272380285249
CONTROL713,0.9745354098844596,-0.2503541867385502
DENND4C,0.9745121182454564,0.1220682006791684
CT47A12,0.9744443607501744,0.2853835261978364
CCDC153,0.9743914252069856,0.225749096860076
ESPNL,0.9743713097005736,-0.4774542118428889
FGF2,0.97437025098971,-0.0593716457221166
C15ORF40,0.9743522529050256,-0.1865020517335263
CUBN,0.9743490767724344,-0.3758281460927025
PYROXD2,0.9742993173618366,-0.2605112810130122
OTOG,0.9742453231077838,0.081962227601565
LARS,0.9742019159623688,-0.3829089759002165
RFX6,0.9741923875645948,0.4685599552898129
PRAMEF20,0.974138393310542,0.228657220424686
DCUN1D5,0.9741352171779506,0.4322617229927256
MED17,0.9741119255389474,0.1962333155983925
CXCL12,0.9740854577673528,0.0606416901946243
FGFR4,0.9740378157784828,-0.0371890211668206
HIST1H3A,0.9740314635133,-0.222320422459716
PUF60,0.9739912325004764,-0.152371710349226
TAS2R43,0.9739806453918386,0.4382739161989351
LRRC1,0.973974293126656,0.0742039025358629
GRIA3,0.9738970072336,0.274207618400653
GPR143,0.9738715981728692,0.1449877320223847
ARFRP1,0.9738504239555936,0.092245225009445
MED6,0.9738186626296802,0.4300606258208775
GPBP1L1,0.9737837251711754,-0.0532093103268241
OR7A17,0.9737117328324384,0.5534952516444751
TMPRSS4,0.9736587972892492,0.0519669484990749
REEP5,0.9736048030351964,-0.0046854862694461
SHROOM2,0.9735518674920076,0.4538053788247071
KLHL5,0.9735423390942336,-0.2284436923402445
CONTROL776,0.973530693274732,0.0324910133359177
