gene_symbol,identity_score,fitness_score
ABTB1,1.5513,-0.9409
ABTB2,0.6228,-0.1399
ACAA1A,-0.6298,0.3655
ACAA1B,-0.7885,-0.0175
ACAA2,-0.8002,0.2236
ACACA,0.0167,-0.0724
ACACB,-0.9755,-0.5088
ACAD10,-0.5322,-0.1498
ACAD11,-0.137,-0.1561
ACAD12,-0.1311,0.2157
ACAD8,-0.1843,0.1443
ACAD9,-0.3131,2.9144
ACADL,-0.9595,0.3437
ACADM,0.6764,-0.0324
ACADS,0.0557,-0.9342
ACADSB,0.6606,-0.0618
ACADVL,-0.1978,0.129
ACAN,-0.5,-0.5523
ACAP1,-0.1524,0.1799
ACAP2,0.368,-0.3412
ACAP3,0.5618,-1.0904
ACAT1,0.0657,0.3462
ACAT2,1.5644,-1.6163
ACAT3,0.1335,-1.5788
ACBD3,0.146,0.0205
ACBD5,1.1505,-0.248
ACBD6,-0.0466,-0.6101
ACBD7,1.4354,0.1394
ACCS,0.0293,0.0419
ACCSL,0.0686,-0.5329
ACD,-0.0694,4.5479
ACE,0.0941,-0.3963
ACE2,-0.0625,-1.2339
ACE3,1.3287,-1.5039
ACER1,0.4922,-0.4783
ACER2,-0.3882,0.8257
ACER3,-0.1066,0.7093
ACHE,-0.3143,0.4183
ACIN1,0.5905,-1.1143
ACKR2,-1.692,0.0265
ACKR3,0.4642,-0.4232
ACKR4,0.2027,-0.2133
ACLY,-0.9772,1.0747
ACMSD,0.3986,-0.7102
ACN9,0.5929,-0.2723
ACNAT1,-0.0397,-0.1103
ACNAT2,-0.0234,-0.312
ACO1,-1.5239,0.3349
ACO2,-0.2006,3.8539
ACOT1,-0.5499,-0.1061
ACOT10,0.5967,-2.4149
ACOT11,0.1445,-0.0934
ACOT12,-0.2852,-0.0632
ACOT13,-0.3297,0.7176
ACOT2,2.0035,-1.6222
ACOT3,1.3621,-0.4057
ACOT4,-0.9981,0.0379
ACOT5,-0.6371,0.2281
ACOT6,0.1927,-0.1921
ACOT7,0.1021,-0.5331
ACOT8,0.272,0.179
ACOT9,0.2825,-0.8066
ACOX1,-0.3772,-0.95
ACOX2,-0.2447,0.3521
ACOX3,-0.1978,-0.2873
ACOXL,0.0251,-0.6263
ACP1,-0.1984,0.5113
ACP2,0.0568,-0.2056
ACP5,-0.1328,-0.2586
ACP6,-0.8555,0.2241
ACPL2,-0.2404,-2.0717
ACPP,0.3062,-0.6861
ACPT,-0.159,-0.379
ACR,0.1218,-0.1917
ACRBP,0.4019,-0.3364
ACRV1,-0.1107,0.027
ACSBG1,-0.0224,-0.1333
ACSBG2,-0.6296,0.0326
ACSF2,-0.8749,0.7566
ACSF3,-0.1842,0.1625
ACSL1,-0.3268,-0.1846
ACSL3,-1.2965,-0.0947
ACSL4,-0.1445,0.0444
ACSL5,0.083,-0.8378
ACSL6,0.231,-0.6133
ACSM1,-0.2807,-0.4331
ACSM2,0.1183,-0.1318
ACSM3,0.5553,0.0624
ACSM4,-0.0135,-0.4603
ACSM5,0.2817,-0.4527
ACSS1,0.3946,-0.706
ACSS2,-0.3289,0.1539
ACSS3,-0.3031,-0.9217
ACTA1,0.4992,-0.441
ACTA2,0.5999,-0.3481
ACTB,0.648,2.0229
ACTBL2,-0.4685,0.4645
ACTC1,-0.3259,-0.7667
ACTG1,0.078,0.5653
ACTG2,0.1992,-0.8361
ACTL10,-0.107,0.3796
ACTL11,-0.2909,-0.4468
ACTL6A,-0.0277,5.3403
ACTL6B,-0.065,-1.0574
ACTL7A,0.1873,-0.5804
ACTL7B,0.0864,-0.2761
ACTL9,-0.3271,0.2051
ACTN1,0.2872,0.3269
ACTN2,-0.1167,-0.7351
ACTN3,0.5561,-0.0514
ACTN4,-0.1919,0.9594
ACTR10,-0.1749,2.9834
ACTR1A,-2.3305,0.8835
ACTR1B,-1.7633,3.5931
ACTR2,-0.6837,1.7573
ACTR3,-0.1219,2.4991
ACTR3B,-0.317,0.0002
ACTR5,2.1785,-1.1925
ACTR6,-0.0195,1.3047
ACTR8,-0.9472,3.2626
ACTRT1,-0.4531,-0.1163
ACTRT2,0.288,-0.9298
ACTRT3,0.9814,-1.4295
ACVR1,-0.2467,0.0107
ACVR1B,-0.0118,0.3211
ACVR1C,-0.5875,0.2595
ACVR2A,0.8036,0.0588
ACVR2B,1.0158,-0.1133
ACVRL1,0.5277,-0.3697
ACY1,0.6276,-0.101
ACY3,1.4639,-0.5391
ACYP1,-0.0,-1.6512
ACYP2,-0.7912,0.2948
ADA,0.5064,-0.5266
ADAD1,-0.2839,0.0817
ADAD2,0.4616,-1.4666
ADAL,0.4573,-0.5962
ADAM10,0.0194,-0.5367
ADAM11,0.3957,0.2877
ADAM12,0.2225,-0.7759
ADAM15,-0.5752,0.1175
ADAM17,-0.1678,0.2041
ADAM18,0.0522,-0.0496
ADAM19,0.2588,-0.0597
ADAM1A,-1.2865,0.1514
ADAM1B,-0.3581,0.4751
ADAM2,-0.1255,-0.185
ADAM20,0.2478,-0.5725
ADAM21,0.809,-0.3851
ADAM22,-0.4321,-0.2391
ADAM23,1.0106,0.0321
ADAM24,0.2778,0.038
ADAM25,-0.0853,0.081
ADAM26A,-0.509,-0.1762
ADAM26B,0.0302,0.1591
ADAM28,0.4628,-0.381
ADAM29,0.32,-0.4005
ADAM3,0.1826,-1.1769
ADAM30,-1.0279,-0.0523
ADAM32,-0.1347,0.2358
ADAM33,0.3168,-0.2387
ADAM34,-0.3626,1.2441
ADAM39,0.1108,-0.6847
ADAM4,0.1293,-0.3792
ADAM5,-0.1178,-0.93
ADAM6A,-0.1496,0.1397
ADAM6B,-0.6865,0.15
ADAM7,-1.6855,0.3546
ADAM8,0.3065,-0.2137
ADAMDEC1,-0.9013,0.0965
ADAMTS1,0.6888,-0.049
ADAMTS10,-0.621,-0.1842
ADAMTS12,-0.7292,-0.0026
ADAMTS13,0.9975,-0.0559
ADAMTS14,0.8038,-1.3274
ADAMTS15,-0.1469,-0.3439
ADAMTS16,0.7306,-1.177
ADAMTS17,0.0911,-0.4876
ADAMTS18,-0.4905,-0.9489
ADAMTS19,0.269,-0.8326
ADAMTS2,-0.2544,0.6227
ADAMTS20,0.3875,-0.7812
ADAMTS3,0.0586,-0.8494
ADAMTS4,0.2617,-1.2735
ADAMTS5,-0.5275,-0.1648
ADAMTS6,0.178,-0.443
ADAMTS7,0.5397,-0.8723
ADAMTS8,-0.1771,-0.3181
ADAMTS9,0.1657,-0.9018
ADAMTSL1,0.0005,-0.0655
ADAMTSL2,0.8605,-0.4806
ADAMTSL3,0.1702,-0.2218
ADAMTSL4,-1.9017,0.9989
ADAMTSL5,-0.3876,-0.2635
ADAP1,-0.3466,0.0526
ADAP2,0.0177,-0.1505
ADAR,0.4214,0.2391
ADARB1,-0.0085,-0.364
ADARB2,-0.9513,-0.062
ADAT1,-0.7367,-0.2186
ADAT2,-0.4773,3.2845
ADAT3,0.264,3.4519
ADC,-0.1569,-0.069
ADCK1,0.5114,-0.1453
ADCK2,-1.3177,0.7048
ADCK3,0.6942,0.4635
ADCK4,-1.1769,4.6117
ADCK5,-0.9443,0.2045
ADCY1,-0.1852,0.2974
ADCY10,-0.3163,-0.6321
ADCY2,-0.1042,-1.0309
ADCY3,0.0305,-0.6113
ADCY4,0.7832,-0.5699
ADCY5,-0.0665,-0.1715
ADCY6,0.0825,-0.1255
ADCY7,-0.2814,0.3156
ADCY8,-0.0239,-0.4825
ADCY9,-0.4836,0.004
ADCYAP1,0.1674,-0.1768
ADCYAP1R1,-0.8363,0.1162
ADD1,-0.2237,-0.2134
ADD2,0.0667,-0.6515
ADD3,0.2925,0.3873
ADH1,-0.9115,-0.0919
ADH4,-0.2461,-0.0419
ADH5,-0.0984,0.141
ADH6A,-0.3464,-1.563
ADH7,0.0485,-0.1468
ADHFE1,0.0384,-0.7905
ADI1,-0.2564,-0.5778
ADIG,0.5745,-0.6269
ADIPOQ,0.1703,-0.6959
ADIPOR1,2.3805,0.107
ADIPOR2,-0.3887,0.1115
ADK,0.7497,0.1656
ADM,0.6041,-0.2147
ADM2,0.6308,-0.9348
ADNP,2.1823,-0.9637
ADNP2,-0.4913,0.0093
ADO,1.0256,-0.7699
ADORA1,-0.1261,-0.3255
ADORA2A,0.573,-0.8859
ADORA2B,0.2426,-0.4694
ADORA3,0.1426,0.1457
ADPGK,-0.1485,-0.0313
ADPRH,-0.2437,-0.0239
ADPRHL1,0.2677,-0.4443
ADPRHL2,-0.2995,-0.0647
ADPRM,-0.0847,0.5472
ADRA1A,0.5865,-3.1591
ADRA1B,-0.1219,-0.4244
ADRA1D,0.5118,-1.7615
ADRA2A,-0.2883,-1.334
ADRA2B,0.0327,-0.1434
ADRA2C,0.0467,-0.2005
ADRB1,0.3439,-1.1653
ADRB2,0.2357,0.025
ADRB3,0.0142,-1.6556
ADRBK1,-0.0984,-0.3115
ADRBK2,0.6927,-0.2039
ADRM1,0.9385,1.2874
ADSL,0.0486,-0.2222
ADSS,-0.1909,0.0317
ADSSL1,0.7434,-1.0817
ADTRP,-0.183,0.3757
AEBP1,0.115,-2.1338
AEBP2,2.5572,-1.5588
AEN,-0.1092,-0.0251
AES,-0.1529,0.3108
AF067061,0.5737,0.3302
AF067063,-0.1557,0.1914
AF251705,0.3954,-0.1775
AF366264,-1.3809,1.4783
AF529169,0.0373,-0.4524
AFAP1,0.8476,-0.7193
AFAP1L1,-0.4305,-0.6473
AFAP1L2,0.0478,-0.3234
AFF1,0.3411,-0.2471
AFF2,0.2301,-0.2379
AFF3,0.9264,-1.0481
AFF4,0.0838,-0.1682
AFG3L1,-0.2495,-0.1757
AFG3L2,-0.1137,2.7265
AFM,0.65,-0.4228
AFMID,0.5102,-0.2516
AFP,-1.1791,-0.0643
AFTPH,-0.3632,-0.0727
AGA,0.464,-1.1016
AGAP1,0.1598,-0.3656
AGAP2,0.0978,-0.2647
AGAP3,0.0077,0.1113
AGBL2,1.3525,-1.1598
AGBL3,0.592,0.0474
AGBL4,0.6463,-0.4918
AGBL5,0.3152,-0.0419
AGER,0.3112,-0.8958
AGFG1,-0.1592,-0.077
AGFG2,-0.0621,1.025
AGGF1,-0.8848,0.0004
AGK,-0.2497,2.411
AGL,0.7388,-0.5211
AGMAT,-0.8961,0.7443
AGMO,0.2916,-1.8725
AGO1,0.7126,-0.0521
AGO2,-0.8157,-6.5707
AGO3,-0.8687,0.3562
AGO4,1.1708,-0.5963
AGPAT1,0.1461,-0.0163
AGPAT2,-1.2366,0.669
AGPAT3,-0.1554,-0.0955
AGPAT4,0.4499,-0.0801
AGPAT5,-0.3521,2.3533
AGPAT6,-0.0949,3.2013
AGPAT9,-0.5473,-0.0817
AGPS,0.0621,0.179
AGR2,0.2767,-0.3958
AGR3,-0.899,0.4732
AGRN,-0.0253,-0.3886
AGRP,1.5014,-1.4017
AGT,0.921,-1.0053
AGTPBP1,0.4297,-0.2344
AGTR1A,0.3236,-0.5268
AGTR1B,-0.1586,0.3013
AGTR2,-0.5342,-0.3313
AGTRAP,-0.34,-0.0266
AGXT,0.1483,-0.9477
AGXT2,-1.3789,0.8881
AHCTF1,-0.0152,2.2457
AHCY,0.5272,-0.4406
AHCYL1,-0.0028,-0.2288
AHCYL2,0.0421,-0.1218
AHDC1,-1.1109,1.3949
AHI1,-0.3195,0.3922
AHNAK,-0.0235,0.1017
AHR,-0.5928,0.1764
AHRR,0.4334,-0.2331
AHSA1,-0.2707,-0.4817
AHSA2,-0.7503,-0.0362
AHSG,-0.6666,-0.5841
AI118078,-0.073,-0.0624
AI182371,0.8768,-0.5879
AI314180,0.0818,0.605
AI317395,0.0597,0.1447
AI413582,-0.8428,0.5429
AI429214,1.7189,-1.2245
AI462493,-0.166,1.5659
AI464131,0.7004,-1.0811
AI467606,-0.6592,0.0251
AI593442,0.9658,-0.6221
AI597468,0.0608,-0.3546
AI597479,-0.3854,-0.0788
AI607873,0.3213,-1.2964
AI661453,0.8209,-0.8154
AI747448,0.432,0.0839
AI836003,0.5236,-0.5756
AI837181,0.3183,-0.433
AI846148,-0.0853,-5.8408
AI848285,0.5907,0.1477
AI987944,-0.3698,-0.6658
AICDA,0.5112,-0.6306
AIDA,-0.3174,0.4599
AIF1,-0.9248,0.2966
AIF1L,-0.221,0.2412
AIFM1,-0.8616,2.8915
AIFM2,-1.3021,0.3213
AIFM3,-0.3248,-0.8189
AIG1,-0.7706,-0.445
AIM1,-0.4414,-0.6355
AIM1L,-0.7651,-0.1291
AIM2,0.1455,-0.6684
AIMP1,-0.3509,0.0451
AIMP2,-1.0408,0.4227
AIP,-0.1531,-0.7638
AIPL1,-0.9997,-0.1068
AIRE,-0.006,-0.1668
AJAP1,0.861,-0.9127
AJUBA,0.7205,0.3224
AK010878,-1.1696,-0.4264
AK1,0.2209,-0.4302
AK129341,-0.5703,-0.2894
AK2,-5.2436,1.7812
AK3,-0.9691,0.0967
AK4,1.3808,-0.7836
AK5,0.9183,-1.4845
AK7,-0.3802,-0.0478
AK8,-0.367,0.2761
AKAP1,-1.458,0.4028
AKAP10,-0.4243,-0.9377
AKAP11,0.4093,-0.2871
AKAP12,-0.0468,0.0479
AKAP13,0.31,-0.0782
AKAP14,0.3704,-0.043
AKAP17B,-0.6414,-0.9263
AKAP2,0.4974,-0.3848
AKAP3,-0.3253,-0.8405
AKAP4,0.6838,-0.8151
AKAP5,-0.0183,-0.0002
AKAP6,-0.918,-0.0657
AKAP7,0.7741,-0.1179
AKAP8,0.2199,-1.3981
AKAP8L,-0.1778,-0.1982
AKAP9,-0.1786,0.1822
AKIP1,-0.8553,-0.4329
AKIRIN1,0.0828,-0.3485
AKIRIN2,-0.1279,1.0627
AKNA,-1.2144,-0.0224
AKNAD1,-0.4121,-0.387
AKP3,0.4974,-0.0966
AKR1A1,0.5927,-0.3609
AKR1B10,-0.4398,-0.4323
AKR1B3,0.2458,-0.1305
AKR1B7,-0.5271,0.3221
AKR1B8,-0.0165,-0.1403
AKR1C12,-0.1192,-0.4524
AKR1C13,-0.0824,-0.2454
AKR1C14,0.13,-0.1378
AKR1C18,-0.5212,0.0457
AKR1C19,-1.0597,-0.1387
AKR1C20,0.5447,0.0103
AKR1C21,-1.7513,0.282
AKR1C6,-0.0599,-0.9152
AKR1CL,1.5656,0.3893
AKR1D1,0.0263,-0.3111
AKR1E1,-0.3277,-0.0922
AKR7A5,0.0211,-0.3666
AKT1,-0.1698,-0.3102
AKT1S1,-0.8811,0.0626
AKT2,1.0223,0.5922
AKT3,0.87,-1.1611
AKTIP,-0.122,0.0359
ALAD,-0.0561,0.0961
ALAS1,0.431,-0.5341
ALAS2,0.1651,-1.1779
ALB,-0.069,-0.1108
ALCAM,1.2169,-0.7611
ALDH16A1,0.0152,0.0539
ALDH18A1,0.885,1.9274
ALDH1A1,0.0442,-0.9832
ALDH1A2,0.6957,-0.2991
ALDH1A3,-2.0661,0.0715
ALDH1A7,-0.3429,-0.234
ALDH1B1,0.0997,-0.6284
ALDH1L1,0.8206,-0.5386
ALDH1L2,-0.6561,0.0935
ALDH2,0.2189,-0.2162
ALDH3A1,-0.8431,0.0527
ALDH3A2,1.8918,-0.4624
ALDH3B1,-0.0818,-0.0229
ALDH3B2,-0.4463,-0.4371
ALDH4A1,-0.2391,-0.4905
ALDH5A1,-1.3061,0.0149
ALDH6A1,-0.007,0.0362
ALDH7A1,-0.8267,-0.3696
ALDH8A1,0.0049,-1.0745
ALDH9A1,0.3453,-0.2049
ALDOA,-0.1296,5.5293
ALDOART1,-0.0657,-0.1035
ALDOB,-0.4464,-0.2201
ALDOC,0.0546,0.7714
ALG1,-0.7696,6.5707
ALG10B,-1.4723,0.7469
ALG11,-0.5849,1.9298
ALG12,-2.3929,1.5103
ALG13,-0.1801,3.1328
ALG14,-0.4459,1.6476
ALG2,-0.5646,5.7256
ALG3,-0.3463,0.6241
ALG5,-3.3108,0.3313
ALG6,-1.9042,1.3479
ALG8,-0.9564,0.4934
ALG9,0.438,0.1437
ALK,1.1059,-1.6338
ALKBH1,-0.5082,0.6535
ALKBH2,0.0238,-0.1442
ALKBH3,-0.4184,0.7676
ALKBH4,0.0348,-0.3771
ALKBH5,-0.6744,0.5753
ALKBH6,0.9391,-0.0368
ALKBH7,0.1299,-0.5088
ALKBH8,0.2044,-0.0005
ALLC,0.2309,-0.0409
ALMS1,-0.1189,0.0867
ALOX12,0.4851,-0.4195
ALOX12B,-0.0289,0.5894
ALOX12E,0.2693,-0.1026
ALOX15,-0.0461,0.0353
ALOX5,0.229,-0.3036
ALOX5AP,0.2433,-0.6702
ALOX8,-0.7211,0.3836
ALOXE3,-0.0028,0.7606
ALPI,-0.0673,-0.5039
ALPK1,0.2129,-0.3354
ALPK2,-0.3251,-0.3616
ALPK3,0.2582,-0.2469
ALPL,0.2826,-0.3094
ALPPL2,-0.3055,-0.1271
ALS2,-0.3465,-0.414
ALS2CL,0.0779,-1.0804
ALS2CR11,0.0032,0.3591
ALS2CR12,0.1948,-0.4062
ALX1,-0.3586,-0.5197
ALX3,1.2182,-1.2425
ALX4,0.2948,-1.0551
ALYREF,0.2498,4.4952
ALYREF2,0.2061,-0.9168
AMACR,0.0691,-1.1116
AMBN,0.5278,0.0033
AMBP,-0.1028,0.0324
AMBRA1,3.8289,-0.1259
AMD1,0.3948,0.1083
AMD2,-0.1713,-0.1302
AMDHD1,-0.0067,-0.399
AMDHD2,0.1298,-0.5162
AMELX,-0.0543,-1.6548
AMER1,-1.0001,-0.4071
AMER2,0.805,-1.4713
AMER3,0.4962,-0.2372
AMFR,0.6191,-0.748
AMH,-0.9784,0.4943
AMHR2,0.2407,-0.9196
AMICA1,-0.0811,-0.4197
AMIGO1,-0.0955,0.3359
AMIGO2,0.1632,-0.2021
AMIGO3,0.032,-0.4838
AMMECR1,-0.1584,-0.6158
AMMECR1L,-0.426,0.7677
AMN,1.5415,-0.9497
AMN1,-0.3986,0.0857
AMOTL1,0.1319,-0.8445
AMOTL2,-0.3273,1.7575
AMPD1,1.8081,-0.1271
AMPD2,-0.5325,-1.0263
AMPD3,1.1754,-0.4769
AMPH,0.2002,-0.1554
AMT,0.5606,-1.0454
AMTN,-0.0044,-0.7387
AMY1,-0.4391,0.6497
AMZ1,-0.2679,-0.871
AMZ2,-1.1835,0.6344
ANAPC1,0.2014,2.9674
ANAPC10,0.0554,1.7615
ANAPC11,-0.3355,5.3889
ANAPC13,0.1222,0.8514
ANAPC15,-1.6476,3.6036
ANAPC16,0.0207,0.223
ANAPC2,-0.7235,1.4083
ANAPC4,-0.4448,1.579
ANAPC5,0.4044,2.2869
ANAPC7,0.321,-0.0944
ANG,-0.9892,0.3135
ANG2,0.8912,-0.1753
ANG4,-0.0526,-0.0438
ANG5,0.2229,0.0685
ANG6,0.0059,-0.1286
ANGEL1,1.7218,-1.5863
ANGEL2,0.2083,-0.2146
ANGPT1,0.3564,-0.4242
ANGPT2,0.3525,0.0367
ANGPT4,-0.6433,-0.7877
ANGPTL1,0.2673,-0.2823
ANGPTL2,0.008,-0.3402
ANGPTL3,-0.7416,0.2863
ANGPTL4,-0.0989,-0.1435
ANGPTL6,-0.0217,0.2474
ANGPTL7,0.2834,-0.585
ANK,0.1788,-0.1321
ANK1,-0.3805,-0.7873
ANK2,0.1907,-0.5769
ANK3,0.402,-0.0257
ANKAR,-0.9464,0.2264
ANKDD1B,-0.1626,-0.0567
ANKEF1,-0.115,0.0272
ANKFY1,-0.0836,-0.1862
ANKHD1,-0.5995,0.7526
ANKIB1,-0.6187,0.1991
ANKK1,0.5002,-0.087
ANKLE1,1.0834,-0.7348
ANKLE2,-0.0104,1.5422
ANKMY1,0.1739,-0.7224
ANKMY2,0.9703,0.7067
ANKRA2,0.0695,-0.2174
ANKRD1,-0.4719,0.176
ANKRD10,0.3848,-0.2406
ANKRD11,0.031,3.8886
ANKRD12,-0.8048,0.4955
ANKRD13A,-0.24,-0.6093
ANKRD13B,0.0783,-0.0413
ANKRD13C,-0.022,-0.2443
ANKRD13D,-0.9064,0.5622
ANKRD16,0.3456,0.4025
ANKRD17,-0.2951,1.7796
ANKRD2,-0.7942,0.4219
ANKRD22,-0.3574,0.0609
ANKRD23,0.085,-0.2189
ANKRD24,-1.76,0.0486
ANKRD26,1.142,-1.3628
ANKRD27,1.175,-0.4432
ANKRD28,-0.0325,-0.0359
ANKRD29,0.3792,-1.4959
ANKRD32,0.0229,0.3733
ANKRD33,0.1599,-0.4312
ANKRD33B,-0.0822,-0.9146
ANKRD34A,0.6088,-0.6065
ANKRD34B,-1.2611,0.1703
ANKRD34C,0.0402,-0.4797
ANKRD35,0.8887,0.0005
ANKRD36,0.1798,-0.5796
ANKRD37,0.6548,-0.208
ANKRD39,0.3446,-0.7099
ANKRD40,-0.1001,0.5266
ANKRD42,0.3493,-0.3169
ANKRD44,-0.3539,-0.0034
ANKRD45,-0.1185,0.4514
ANKRD46,0.8063,-2.0598
ANKRD49,0.2825,1.3078
ANKRD50,-0.0374,0.0612
ANKRD52,-0.4522,-1.1976
ANKRD53,-0.0373,-0.5709
ANKRD54,0.3878,-0.3604
ANKRD55,0.2624,0.0828
ANKRD6,0.1427,-0.1313
ANKRD60,-0.8276,-0.064
ANKRD61,-0.2234,-0.2044
ANKRD63,-0.373,-0.1955
ANKRD66,-0.3055,-0.0313
ANKRD7,-0.1263,0.2597
ANKRD9,-1.1926,-1.3312
ANKS1,-0.2463,0.0475
ANKS1B,0.1651,-0.6822
ANKS3,-0.1246,0.6009
ANKS4B,-0.1707,-1.4353
ANKS6,-0.4032,-0.0157
ANKZF1,0.4845,-0.249
ANLN,0.3028,2.0398
ANO1,0.7591,-0.7415
ANO10,0.5738,-2.6361
ANO2,0.265,-2.4004
ANO3,0.1033,-0.8166
ANO5,0.1779,-1.1483
ANO6,0.1643,-1.1743
ANO7,1.6091,-0.3433
ANO8,-0.9219,0.3654
ANO9,-0.4692,0.0527
ANP32A,0.6475,-0.0657
ANP32B,1.3184,0.0401
ANP32E,0.5132,0.2936
ANPEP,0.0925,-0.6055
ANTXR1,0.6211,-1.1475
ANTXR2,1.5078,-0.492
ANTXRL,0.0542,-0.5087
ANXA1,-1.5473,0.8341
ANXA10,-0.2265,-0.138
ANXA11,0.6083,-0.0369
ANXA2,-0.0736,-0.2016
ANXA3,1.5551,-0.7441
ANXA4,-0.7277,-0.0385
ANXA5,-0.0595,-0.4114
ANXA6,0.1148,-0.172
ANXA7,0.5951,-0.1123
ANXA8,0.7974,-0.4256
ANXA9,0.7035,-0.0326
AOAH,-0.9368,0.4887
AOC1,-0.1365,-0.2433
AOC2,0.2697,-0.4357
AOC3,0.2068,0.2233
AOX1,1.2466,-0.2056
AOX3,0.4264,-1.213
AOX3L1,0.2739,-0.231
AOX4,-1.7059,0.7991
AP1AR,0.5915,0.0344
AP1B1,-0.0506,-0.1183
AP1G1,-0.2236,-0.4308
AP1G2,-0.5419,-0.2227
AP1M1,-1.0375,0.3521
AP1M2,0.616,-0.5635
AP1S1,-0.5366,-0.3044
AP1S2,-0.5271,0.0096
AP1S3,0.0752,0.4496
AP2A1,0.8642,-0.4514
AP2A2,-0.1679,-0.6284
AP2B1,-0.0596,0.0963
AP2M1,1.0331,2.8255
AP2S1,2.261,-0.1353
AP3B1,-2.107,-0.0814
AP3B2,-0.3723,-0.0
AP3D1,-0.1137,0.1626
AP3M1,-0.6873,0.4424
AP3M2,-0.049,-0.2093
AP3S1,-0.0706,-0.0805
AP3S2,-0.1244,-0.0943
AP4B1,-0.1078,0.3413
AP4E1,0.0997,-0.151
AP4M1,0.1597,0.5003
AP4S1,0.5087,-0.3975
AP5B1,-0.181,-0.1698
AP5M1,-0.1433,-0.0928
AP5S1,-0.5557,0.0407
AP5Z1,1.2877,-1.0844
APAF1,1.7202,-1.3557
APBA1,-0.2356,-0.0859
APBA2,0.5967,-0.691
APBA3,1.7022,-1.1693
APBB1IP,-0.2436,0.1594
APBB2,-0.1237,-0.1757
APBB3,0.9344,-0.4384
APC,-1.4399,0.4604
APC2,0.304,-0.0975
APCDD1,0.0344,-1.6138
APCS,0.2179,-0.1692
APEH,-0.1231,-0.1905
APEX1,-0.5011,2.5338
APEX2,-0.0859,0.1515
APH1A,-1.052,0.4438
APH1B,0.0628,-0.2833
APH1C,-0.0602,-0.3087
API5,0.7676,0.1361
APIP,-0.1827,-0.5412
APITD1,0.7872,0.2031
APLF,-0.5481,0.0385
APLN,-0.7824,-0.057
APLNR,-1.5105,-0.2278
APLP1,0.345,-0.4624
APLP2,-0.1669,-0.4479
APMAP,-1.3914,0.3511
APOA1,0.1863,-0.9348
APOA1BP,0.4799,-0.7615
APOA2,1.4128,-1.7388
APOA4,-0.1687,-0.4098
APOA5,-0.0879,-0.0262
APOB,0.3937,-0.2897
APOBEC1,-0.3763,-0.0561
APOBEC2,-0.3284,0.0885
APOBEC3,-0.2918,-0.2927
APOBEC4,-1.1659,0.1575
APOBR,0.0593,0.0183
APOC1,-0.9527,0.9653
APOC2,-0.037,0.0779
APOC3,0.3256,-0.9956
APOC4,-0.2909,-0.7792
APOD,-0.0509,-0.8422
APOE,-0.0299,-0.0794
APOF,0.4286,-0.2878
APOH,0.4036,-0.2301
APOL10A,1.3754,-0.3425
APOL10B,-0.0585,-0.588
APOL11A,-0.4384,0.7071
APOL11B,-1.7043,-0.5148
APOL6,-0.0132,-0.0221
APOL7A,0.6782,-0.3887
APOL7B,-0.0062,0.9376
APOL7C,-0.2936,-0.8043
APOL7E,-0.2939,0.4025
APOL8,0.1877,-2.5206
APOL9A,0.1504,-0.548
APOL9B,-0.3897,0.3131
APOLD1,0.0621,-0.8329
APOM,0.2751,-0.9866
APON,0.2652,-0.0393
APOO,0.4324,-0.1847
APOOL,-0.174,-0.8121
APOPT1,-0.3894,0.0128
APP,-0.042,-0.2269
APPBP2,-0.2714,0.366
APPL1,0.2333,-0.6467
APPL2,0.1797,-0.5318
APRT,-1.0202,2.1774
APTX,-0.4961,0.2896
AQP1,-0.9919,0.0251
AQP11,0.2859,-0.1342
AQP12,0.1727,-0.4484
AQP2,0.4103,-0.1546
AQP3,-0.1572,-0.271
AQP4,0.3028,-1.1385
AQP5,-0.6204,0.1123
AQP6,0.1184,0.1001
AQP7,0.9116,-0.3336
AQP9,-0.4419,0.2487
AQR,-0.0403,1.3414
AR,0.0834,-1.9867
ARAF,2.0998,-0.4641
ARAP1,0.2277,-0.4243
ARAP2,-0.6188,0.3451
ARAP3,0.8842,-0.2439
ARC,0.2592,-0.2694
ARCN1,-0.8281,2.2337
AREG,0.7244,-2.3359
AREL1,0.2108,-0.1419
ARF1,-0.6461,2.2807
ARF2,0.2019,-0.2633
ARF3,0.1852,-0.6543
ARF4,-0.0692,0.0126
ARF5,-0.5616,0.233
ARF6,0.2633,1.4276
ARFGAP1,0.7565,-0.1175
ARFGAP2,-0.5979,0.4995
ARFGAP3,1.0074,-0.7452
ARFGEF1,-0.4197,-1.0787
ARFGEF2,-0.3967,-0.8072
ARFIP1,1.5131,-0.501
ARFIP2,0.0062,-0.1344
ARFRP1,0.4304,3.6638
ARG1,1.5887,-0.0236
ARG2,-0.2639,-0.3258
ARGLU1,0.7067,0.4106
ARHGAP1,-0.9307,-0.1383
ARHGAP10,-0.8144,0.9643
ARHGAP11A,-0.4255,1.0994
ARHGAP12,-0.0626,0.2974
ARHGAP15,0.5523,-0.5784
ARHGAP17,-0.1037,-0.1068
ARHGAP18,0.19,-0.7354
ARHGAP19,0.0007,0.5759
ARHGAP20,-0.06,-0.0269
ARHGAP21,-0.1571,0.4726
ARHGAP22,0.2301,-1.1312
ARHGAP23,0.1913,-0.0673
ARHGAP24,0.1935,-2.9539
ARHGAP25,-0.6594,-0.2385
ARHGAP26,-0.6589,-0.0444
ARHGAP27,-0.0464,-0.4859
